Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz
22.8,181.49939571889314,181.49939571889314,53.85871235199996,1.46,0.79,1800,1800,1800,1800,0.26,0.26,-5.0
22.9,181.5233046763398,181.5233046763398,53.35871235199996,1.45,0.79,1800,1800,1800,1800,0.24,0.24,-5.0
23.0,181.54542046197795,181.54542046197795,52.85871235199996,1.45,0.79,1800,1800,1800,1800,0.22,0.22,-5.0
23.1,181.56587756369325,181.56587756369325,52.35871235199996,1.44,0.79,1800,1800,1800,1800,0.2,0.2,-5.0
23.2,181.5848003827799,181.5848003827799,51.85871235199996,1.42,0.79,1800,1800,1800,1800,0.19,0.19,-5.0
23.3,182.64546055455972,182.64546055455972,51.35871235199996,0.01,0.79,1860,1860,1860,1860,10.61,10.61,-5.0
23.4,183.70612072633955,183.70612072633955,50.85871235199996,0.01,0.79,1920,1920,1920,1920,10.61,10.61,-5.0
23.5,184.76678089811938,184.76678089811938,50.35871235199996,0.01,0.79,1980,1980,1980,1980,10.61,10.61,-5.0
23.6,185.8274410698992,185.8274410698992,49.85871235199996,0.0,0.79,2040,2040,2040,2040,10.61,10.61,-5.0
23.7,186.88810124167904,186.88810124167904,49.35871235199996,-0.0,0.79,2100,2100,2100,2100,10.61,10.61,-5.0
23.8,187.94876141345887,187.94876141345887,48.85871235199996,-0.01,0.79,2160,2160,2160,2160,10.61,10.61,-5.0
23.9,189.0094215852387,189.0094215852387,48.35871235199996,-0.01,0.79,2220,2220,2220,2220,10.61,10.61,-5.0
24.0,190.07008175701853,190.07008175701853,47.85871235199996,-0.01,0.79,2280,2280,2280,2280,10.61,10.61,-5.0
24.1,191.13074192879836,191.13074192879836,47.35871235199996,-0.02,0.79,2340,2340,2340,2340,10.61,10.61,-5.0
24.2,192.1914021005782,192.1914021005782,46.85871235199996,-0.02,0.79,2400,2400,2400,2400,10.61,10.61,-5.0
24.3,193.25206227235802,193.25206227235802,46.35871235199996,-0.03,0.79,2460,2460,2460,2460,10.61,10.61,-5.0
24.4,194.31272244413785,194.31272244413785,45.860186623999965,-0.03,0.79,2520,2520,2520,2520,10.61,10.61,-4.99
24.5,195.37338261591768,195.37338261591768,45.367933247999964,-0.04,0.79,2580,2580,2580,2580,10.61,10.61,-4.92
24.6,196.4340427876975,196.4340427876975,44.886863199999965,-0.04,0.79,2640,2640,2640,2640,10.61,10.61,-4.81
24.7,197.49470295947734,197.49470295947734,44.42200035199996,-0.05,0.79,2700,2700,2700,2700,10.61,10.61,-4.65
24.8,198.55536313125717,198.55536313125717,43.97848147199996,-0.05,0.79,2760,2760,2760,2760,10.61,10.61,-4.44
24.9,199.616023303037,199.616023303037,43.561556223999965,-0.06,0.79,2820,2820,2820,2820,10.61,10.61,-4.17
25.0,200.67668347481683,200.67668347481683,43.17658716799996,-0.06,0.79,2880,2880,2880,2880,10.61,10.61,-3.85
25.1,201.73734364659666,201.73734364659666,42.82904975999996,-0.07,0.79,2940,2940,2940,2940,10.61,10.61,-3.48
25.2,202.7980038183765,202.7980038183765,42.52453235199996,-0.07,0.79,3000,3000,3000,3000,10.61,10.61,-3.05
25.3,203.85866399015632,203.85866399015632,42.268736191999956,-0.08,0.79,3060,3060,3060,3060,10.61,10.61,-2.56
25.4,204.91932416193615,204.91932416193615,42.06747542399996,-0.08,0.79,3120,3120,3120,3120,10.61,10.61,-2.01
25.5,205.97998433371598,205.97998433371598,41.926677087999956,-0.08,0.79,3180,3180,3180,3180,10.61,10.61,-1.41
25.6,207.0406445054958,207.0406445054958,41.852381119999954,-0.09,0.79,3240,3240,3240,3240,10.61,10.61,-0.74
25.7,208.10130467727564,208.10130467727564,41.85074035199995,-0.09,0.79,3300,3300,3300,3300,10.61,10.61,-0.02
25.8,209.16196484905547,209.16196484905547,41.928020511999954,-0.09,0.79,3360,3360,3360,3360,10.61,10.61,0.77
25.9,210.2226250208353,210.2226250208353,42.09060022399996,-0.09,0.79,3420,3420,3420,3420,10.61,10.61,1.63
26.0,211.28328519261512,211.28328519261512,42.34497100799996,-0.09,0.79,3480,3480,3480,3480,10.61,10.61,2.54
26.1,212.34394536439495,212.34394536439495,42.697737279999956,-0.09,0.79,3540,3540,3540,3540,10.61,10.61,3.53
26.2,213.40460553617478,213.40460553617478,43.15561635199995,-0.09,0.79,3600,3600,3600,3600,10.61,10.61,4.58
26.3,214.46526570795461,214.46526570795461,43.65561635199995,-0.08,0.79,3660,3660,3660,3660,10.61,10.61,5.0
26.4,215.52592587973444,215.52592587973444,44.15561635199995,-0.08,0.79,3600,3600,3600,3600,10.61,10.61,5.0
26.5,216.58658605151427,216.58658605151427,44.65561635199995,-0.07,0.79,3540,3540,3540,3540,10.61,10.61,5.0
26.6,217.6472462232941,217.6472462232941,45.15561635199995,-0.07,0.79,3480,3480,3480,3480,10.61,10.61,5.0
26.7,218.70790639507393,218.70790639507393,45.65561635199995,-0.06,0.79,3420,3420,3420,3420,10.61,10.61,5.0
26.8,219.76856656685376,219.76856656685376,46.15561635199995,-0.06,0.79,3360,3360,3360,3360,10.61,10.61,5.0
26.9,220.8292267386336,220.8292267386336,46.65561635199995,-0.05,0.79,3300,3300,3300,3300,10.61,10.61,5.0
27.0,221.88988691041342,221.88988691041342,47.15561635199995,-0.05,0.79,3240,3240,3240,3240,10.61,10.61,5.0
27.1,222.95054708219325,222.95054708219325,47.65561635199995,-0.04,0.79,3180,3180,3180,3180,10.61,10.61,5.0
27.2,224.01120725397308,224.01120725397308,48.15561635199995,-0.03,0.79,3120,3120,3120,3120,10.61,10.61,5.0
27.3,225.0718674257529,225.0718674257529,48.65561635199995,-0.03,0.79,3060,3060,3060,3060,10.61,10.61,5.0
27.4,226.13252759753274,226.13252759753274,49.15561635199995,-0.02,0.79,3000,3000,3000,3000,10.61,10.61,5.0
27.5,227.19318776931257,227.19318776931257,49.65561635199995,-0.01,0.79,2940,2940,2940,2940,10.61,10.61,5.0
27.6,228.2538479410924,228.2538479410924,50.15561635199995,-0.01,0.79,2880,2880,2880,2880,10.61,10.61,5.0
27.7,229.31450811287223,229.31450811287223,50.65561635199995,0.0,0.79,2820,2820,2820,2820,10.61,10.61,5.0
27.8,230.37516828465206,230.37516828465206,51.15561635199995,0.01,0.79,2760,2760,2760,2760,10.61,10.61,5.0
27.9,231.4358284564319,231.4358284564319,51.65561635199995,0.02,0.79,2700,2700,2700,2700,10.61,10.61,5.0
28.0,232.49648862821172,232.49648862821172,52.15561635199995,0.03,0.79,2640,2640,2640,2640,10.61,10.61,5.0
28.1,233.55714879999155,233.55714879999155,52.65561635199995,0.04,0.79,2580,2580,2580,2580,10.61,10.61,5.0
28.2,234.61780897177138,234.61780897177138,53.15561635199995,0.05,0.79,2520,2520,2520,2520,10.61,10.61,5.0
28.3,235.6784691435512,235.6784691435512,53.65240543999995,0.06,0.79,2460,2460,2460,2460,10.61,10.61,4.97
28.4,236.73912931533104,236.73912931533104,54.141411327999954,0.07,0.79,2400,2400,2400,2400,10.61,10.61,4.89
28.5,237.79978948711087,237.79978948711087,54.618174623999955,0.08,0.79,2340,2340,2340,2340,10.61,10.61,4.77
28.6,238.8604496588907,238.8604496588907,55.07834883199995,0.09,0.79,2280,2280,2280,2280,10.61,10.61,4.6
28.7,239.92110983067053,239.92110983067053,55.517700351999956,0.11,0.79,2220,2220,2220,2220,10.61,10.61,4.39
28.8,240.98177000245036,240.98177000245036,55.932108479999954,0.12,0.79,2160,2160,2160,2160,10.61,10.61,4.14
28.9,242.0424301742302,242.0424301742302,56.31756540799995,0.13,0.79,2100,2100,2100,2100,10.61,10.61,3.85
29.0,243.10309034601002,243.10309034601002,56.67017622399995,0.14,0.79,2040,2040,2040,2040,10.61,10.61,3.53
29.1,244.16375051778985,244.16375051778985,56.98615891199995,0.16,0.79,1980,1980,1980,1980,10.61,10.61,3.16
29.2,245.22441068956968,245.22441068956968,57.26184435199995,0.17,0.79,1920,1920,1920,1920,10.61,10.61,2.76
29.3,246.2850708613495,246.2850708613495,57.49367631999995,0.18,0.79,1860,1860,1860,1860,10.61,10.61,2.32
29.4,247.34573103312934,247.34573103312934,57.678211487999945,0.2,0.79,1800,1800,1800,1800,10.61,10.61,1.85
29.5,248.40639120490917,248.40639120490917,57.815449855999944,0.21,0.79,1800,1800,1800,1800,10.61,10.61,1.37
29.6,249.467051376689,249.467051376689,57.905391423999944,0.22,0.79,1800,1800,1800,1800,10.61,10.61,0.9
29.7,250.52771154846883,250.52771154846883,57.94803619199995,0.24,0.79,1800,1800,1800,1800,10.61,10.61,0.43
29.8,251.58837172024866,251.58837172024866,57.943384159999944,0.25,0.79,1800,1800,1800,1800,10.61,10.61,-0.05
29.9,252.6490318920285,252.6490318920285,57.89143532799994,0.26,0.79,1800,1800,1800,1800,10.61,10.61,-0.52
30.0,253.70969206380832,253.70969206380832,57.792189695999944,0.27,0.79,1800,1800,1800,1800,10.61,10.61,-0.99
30.1,254.77035223558815,254.77035223558815,57.64564726399995,0.28,0.79,1800,1800,1800,1800,10.61,10.61,-1.47
30.2,255.83101240736798,255.83101240736798,57.451808031999946,0.29,0.79,1800,1800,1800,1800,10.61,10.61,-1.94
30.3,256.8916725791478,256.8916725791478,57.210671999999946,0.3,0.79,1800,1800,1800,1800,10.61,10.61,-2.41
30.4,257.9523327509276,257.9523327509276,56.92223916799995,0.31,0.79,1800,1800,1800,1800,10.61,10.61,-2.88
30.5,259.01299292270744,259.01299292270744,56.586509535999944,0.32,0.79,1800,1800,1800,1800,10.61,10.61,-3.36
30.6,260.04156390804985,260.04156390804985,56.20348310399994,0.33,0.79,1800,1800,1800,1800,10.29,10.29,-3.83
30.7,260.99299206949155,260.99299206949155,55.773159871999944,0.33,0.79,1800,1800,1800,1800,9.51,9.51,-4.3
30.8,261.87306311882514,261.87306311882514,55.29553983999995,0.33,0.79,1800,1800,1800,1800,8.8,8.8,-4.78
30.9,262.6871288394587,262.6871288394587,54.79553983999995,0.33,0.79,1800,1800,1800,1800,8.14,8.14,-5.0
31.0,263.44013963104476,263.44013963104476,54.29553983999995,0.33,0.79,1800,1800,1800,1800,7.53,7.53,-5.0
31.1,264.13667461326185,264.13667461326185,53.79553983999995,0.32,0.79,1800,1800,1800,1800,6.97,6.97,-5.0
31.2,264.7809694718127,264.7809694718127,53.29553983999995,0.3,0.79,1800,1800,1800,1800,6.44,6.44,-5.0
31.3,265.3769422159722,265.3769422159722,52.79553983999995,0.29,0.79,1800,1800,1800,1800,5.96,5.96,-5.0
31.4,265.9282170043197,265.9282170043197,52.29553983999995,0.26,0.79,1800,1800,1800,1800,5.51,5.51,-5.0
31.5,266.4381461835412,266.4381461835412,51.79553983999995,0.23,0.79,1800,1800,1800,1800,5.1,5.1,-5.0
31.6,266.9098306743211,266.9098306743211,51.29553983999995,0.2,0.79,1860,1860,1860,1860,4.72,4.72,-5.0
31.7,267.34613882829245,267.34613882829245,50.79553983999995,0.16,0.79,1920,1920,1920,1920,4.36,4.36,-5.0
31.8,267.74972387071597,267.74972387071597,50.29553983999995,0.1,0.79,1980,1980,1980,1980,4.04,4.04,-5.0
31.9,268.12304003495774,268.12304003495774,49.79553983999995,0.04,0.79,2040,2040,2040,2040,3.73,3.73,-5.0
32.0,268.46835748688136,268.46835748688136,49.29553983999995,-0.03,0.79,2100,2100,2100,2100,3.45,3.45,-5.0
32.1,268.7877761299107,268.7877761299107,48.79553983999995,-0.12,0.79,2160,2160,2160,2160,3.19,3.19,-5.0
32.2,269.08323837471283,269.08323837471283,48.29553983999995,-0.21,0.79,2220,2220,2220,2220,2.95,2.95,-5.0
32.3,269.35654095115484,269.35654095115484,47.79553983999995,-0.32,0.79,2280,2280,2280,2280,2.73,2.73,-5.0
32.4,269.6093458343637,269.6093458343637,47.29553983999995,-0.43,0.79,2340,2340,2340,2340,2.53,2.53,-5.0
32.5,269.8431903513319,269.8431903513319,46.79553983999995,-0.55,0.79,2400,2400,2400,2400,2.34,2.34,-5.0
32.6,270.05949652952745,270.05949652952745,46.29553983999995,-0.67,0.79,2460,2460,2460,2460,2.16,2.16,-5.0
32.7,270.25957974435835,270.25957974435835,45.79701411199995,-0.78,0.79,2520,2520,2520,2520,2.0,2.0,-4.99
32.8,270.44465671807694,270.44465671807694,45.30476073599995,-0.88,0.79,2580,2580,2580,2580,1.85,1.85,-4.92
32.9,270.6158529187666,270.6158529187666,44.82369068799995,-0.97,0.79,2640,2640,2640,2640,1.71,1.71,-4.81
33.0,270.7742094044046,270.7742094044046,44.35882783999995,-1.05,0.79,2700,2700,2700,2700,1.58,1.58,-4.65
33.1,270.9206891536197,270.9206891536197,43.91530895999995,-1.12,0.79,2760,2760,2760,2760,1.46,1.46,-4.44
33.2,271.0561829216437,271.0561829216437,43.49838371199995,-1.17,0.79,2820,2820,2820,2820,1.35,1.35,-4.17
33.3,271.18151465706586,271.18151465706586,43.11341465599995,-1.22,0.79,2880,2880,2880,2880,1.25,1.25,-3.85
33.4,271.29744651233136,271.29744651233136,42.765877247999946,-1.26,0.79,2940,2940,2940,2940,1.16,1.16,-3.48
33.5,271.40468347845194,271.40468347845194,42.46135983999994,-1.3,0.79,3000,3000,3000,3000,1.07,1.07,-3.05
33.6,271.5038776721135,271.5038776721135,42.20556367999994,-1.33,0.79,3060,3060,3060,3060,0.99,0.99,-2.56
33.7,271.5956323012504,271.5956323012504,42.00430291199994,-1.35,0.79,3120,3120,3120,3120,0.92,0.92,-2.01
33.8,271.68050533320206,271.68050533320206,41.86350457599994,-1.37,0.79,3180,3180,3180,3180,0.85,0.85,-1.41
33.9,271.75901288775736,271.75901288775736,41.78920860799994,-1.39,0.79,3240,3240,3240,3240,0.79,0.79,-0.74
34.0,271.83163237572103,271.83163237572103,41.78756783999994,-1.41,0.79,3300,3300,3300,3300,0.73,0.73,-0.02
34.1,271.8988054020874,271.8988054020874,41.86484799999994,-1.42,0.79,3360,3360,3360,3360,0.67,0.67,0.77
34.2,271.9609404514763,271.9609404514763,42.02742771199994,-1.43,0.79,3420,3420,3420,3420,0.62,0.62,1.63
34.3,272.01841537216103,272.01841537216103,42.281798495999944,-1.44,0.79,3480,3480,3480,3480,0.57,0.57,2.54
34.4,272.0715796737944,272.0715796737944,42.63456476799994,-1.44,0.79,3540,3540,3540,3540,0.53,0.53,3.53
34.5,272.1207566528053,272.1207566528053,43.09244383999994,-1.45,0.79,3600,3600,3600,3600,0.49,0.49,4.58
34.6,272.16624535839037,272.16624535839037,43.59244383999994,-1.45,0.79,3540,3540,3540,3540,0.45,0.45,5.0
34.7,272.20832241105654,272.20832241105654,44.09244383999994,-1.45,0.79,3480,3480,3480,3480,0.42,0.42,5.0
34.8,272.24724368477274,272.24724368477274,44.59244383999994,-1.45,0.79,3420,3420,3420,3420,0.39,0.39,5.0
34.9,272.28324586296026,272.28324586296026,45.09244383999994,-1.45,0.79,3360,3360,3360,3360,0.36,0.36,5.0
35.0,272.3165478777837,272.3165478777837,45.59244383999994,-1.44,0.79,3300,3300,3300,3300,0.33,0.33,5.0
35.1,272.3473522414954,272.3473522414954,46.09244383999994,-1.44,0.79,3240,3240,3240,3240,0.31,0.31,5.0
35.2,272.3758462779287,272.3758462779287,46.59244383999994,-1.43,0.79,3180,3180,3180,3180,0.28,0.28,5.0
35.3,272.4022032616295,272.4022032616295,47.09244383999994,-1.43,0.79,3120,3120,3120,3120,0.26,0.26,5.0
35.4,272.42658347155276,272.42658347155276,47.59244383999994,-1.41,0.79,3060,3060,3060,3060,0.24,0.24,5.0
35.5,272.4491351657318,272.4491351657318,48.09244383999994,-1.4,0.79,3000,3000,3000,3000,0.23,0.23,5.0
35.6,273.5097953375116,273.5097953375116,48.59244383999994,-0.01,0.79,2940,2940,2940,2940,10.61,10.61,5.0
35.7,274.57045550929143,274.57045550929143,49.09244383999994,-0.01,0.79,2880,2880,2880,2880,10.61,10.61,5.0
35.8,275.63111568107126,275.63111568107126,49.59244383999994,-0.01,0.79,2820,2820,2820,2820,10.61,10.61,5.0
35.9,276.6917758528511,276.6917758528511,50.09244383999994,-0.0,0.79,2760,2760,2760,2760,10.61,10.61,5.0
36.0,277.7524360246309,277.7524360246309,50.59244383999994,0.0,0.79,2700,2700,2700,2700,10.61,10.61,5.0
36.1,278.81309619641075,278.81309619641075,51.09244383999994,0.0,0.79,2640,2640,2640,2640,10.61,10.61,5.0
36.2,279.8737563681906,279.8737563681906,51.59244383999994,0.01,0.79,2580,2580,2580,2580,10.61,10.61,5.0
36.3,280.9344165399704,280.9344165399704,52.09244383999994,0.01,0.79,2520,2520,2520,2520,10.61,10.61,5.0
36.4,281.99507671175024,281.99507671175024,52.58923292799994,0.02,0.79,2460,2460,2460,2460,10.61,10.61,4.97
36.5,283.0557368835301,283.0557368835301,53.07823881599994,0.02,0.79,2400,2400,2400,2400,10.61,10.61,4.89
36.6,284.1163970553099,284.1163970553099,53.55500211199994,0.03,0.79,2340,2340,2340,2340,10.61,10.61,4.77
36.7,285.17705722708973,285.17705722708973,54.01517631999994,0.03,0.79,2280,2280,2280,2280,10.61,10.61,4.6
36.8,286.23771739886956,286.23771739886956,54.45452783999994,0.04,0.79,2220,2220,2220,2220,10.61,10.61,4.39
36.9,287.2983775706494,287.2983775706494,54.86893596799994,0.04,0.79,2160,2160,2160,2160,10.61,10.61,4.14
37.0,288.3590377424292,288.3590377424292,55.254392895999935,0.05,0.79,2100,2100,2100,2100,10.61,10.61,3.85
37.1,289.41969791420905,289.41969791420905,55.60700371199994,0.05,0.79,2040,2040,2040,2040,10.61,10.61,3.53
37.2,290.4803580859889,290.4803580859889,55.922986399999935,0.05,0.79,1980,1980,1980,1980,10.61,10.61,3.16
37.3,291.5410182577687,291.5410182577687,56.19867183999993,0.06,0.79,1920,1920,1920,1920,10.61,10.61,2.76
37.4,292.60167842954854,292.60167842954854,56.43050380799993,0.06,0.79,1860,1860,1860,1860,10.61,10.61,2.32
37.5,293.6623386013284,293.6623386013284,56.61503897599993,0.06,0.79,1800,1800,1800,1800,10.61,10.61,1.85
37.6,294.7229987731082,294.7229987731082,56.75227734399993,0.07,0.79,1800,1800,1800,1800,10.61,10.61,1.37
37.7,295.78365894488803,295.78365894488803,56.84221891199993,0.07,0.79,1800,1800,1800,1800,10.61,10.61,0.9
37.8,296.84431911666786,296.84431911666786,56.88486367999993,0.07,0.79,1800,1800,1800,1800,10.61,10.61,0.43
37.9,297.9049792884477,297.9049792884477,56.88021164799993,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-0.05
38.0,298.9656394602275,298.9656394602275,56.82826281599993,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-0.52
38.1,300.02629963200735,300.02629963200735,56.72901718399993,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-0.99
38.2,301.0869598037872,301.0869598037872,56.58247475199993,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-1.47
38.3,302.147619975567,302.147619975567,56.38863551999993,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-1.94
38.4,303.20828014734684,303.20828014734684,56.14749948799993,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-2.41
38.5,304.26894031912667,304.26894031912667,55.85906665599993,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-2.88
38.6,305.3296004909065,305.3296004909065,55.52333702399993,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-3.36
38.7,306.39026066268633,306.39026066268633,55.14031059199993,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-3.83
38.8,307.45092083446616,307.45092083446616,54.70998735999993,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-4.3
38.9,308.511581006246,308.511581006246,54.23236732799993,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-4.78
39.0,309.5722411780258,309.5722411780258,53.73236732799993,0.05,0.79,1800,1800,1800,1800,10.61,10.61,-5.0
39.1,310.63290134980565,310.63290134980565,53.23236732799993,0.05,0.79,1800,1800,1800,1800,10.61,10.61,-5.0
39.2,311.6935615215855,311.6935615215855,52.73236732799993,0.04,0.79,1800,1800,1800,1800,10.61,10.61,-5.0
39.3,312.7542216933653,312.7542216933653,52.23236732799993,0.04,0.79,1860,1860,1860,1860,10.61,10.61,-5.0
39.4,313.81488186514514,313.81488186514514,51.73236732799993,0.03,0.79,1920,1920,1920,1920,10.61,10.61,-5.0
39.5,314.87554203692497,314.87554203692497,51.23236732799993,0.02,0.79,1980,1980,1980,1980,10.61,10.61,-5.0
39.6,315.9362022087048,315.9362022087048,50.73236732799993,0.02,0.79,2040,2040,2040,2040,10.61,10.61,-5.0
39.7,316.99686238048463,316.99686238048463,50.23236732799993,0.01,0.79,2100,2100,2100,2100,10.61,10.61,-5.0
39.8,318.05752255226446,318.05752255226446,49.73236732799993,0.0,0.79,2160,2160,2160,2160,10.61,10.61,-5.0
39.9,319.1181827240443,319.1181827240443,49.23236732799993,-0.0,0.79,2220,2220,2220,2220,10.61,10.61,-5.0
40.0,320.1788428958241,320.1788428958241,48.73236732799993,-0.01,0.79,2280,2280,2280,2280,10.61,10.61,-5.0
40.1,321.23950306760395,321.23950306760395,48.23236732799993,-0.02,0.79,2340,2340,2340,2340,10.61,10.61,-5.0
40.2,322.3001632393838,322.3001632393838,47.73236732799993,-0.03,0.79,2400,2400,2400,2400,10.61,10.61,-5.0
40.3,323.3608234111636,323.3608234111636,47.23236732799993,-0.04,0.79,2460,2460,2460,2460,10.61,10.61,-5.0
40.4,324.42148358294344,324.42148358294344,46.733841599999934,-0.05,0.79,2520,2520,2520,2520,10.61,10.61,-4.99
40.5,325.48214375472327,325.48214375472327,46.24158822399993,-0.06,0.79,2580,2580,2580,2580,10.61,10.61,-4.92
40.6,326.5428039265031,326.5428039265031,45.760518175999934,-0.07,0.79,2640,2640,2640,2640,10.61,10.61,-4.81
40.7,327.6034640982829,327.6034640982829,45.29565532799993,-0.08,0.79,2700,2700,2700,2700,10.61,10.61,-4.65
40.8,328.66412427006276,328.66412427006276,44.85213644799993,-0.09,0.79,2760,2760,2760,2760,10.61,10.61,-4.44
40.9,329.7247844418426,329.7247844418426,44.435211199999934,-0.1,0.79,2820,2820,2820,2820,10.61,10.61,-4.17
41.0,330.7854446136224,330.7854446136224,44.05024214399993,-0.12,0.79,2880,2880,2880,2880,10.61,10.61,-3.85
41.1,331.84610478540225,331.84610478540225,43.70270473599993,-0.13,0.79,2940,2940,2940,2940,10.61,10.61,-3.48
41.2,332.9067649571821,332.9067649571821,43.39818732799993,-0.14,0.79,3000,3000,3000,3000,10.61,10.61,-3.05
41.3,333.9674251289619,333.9674251289619,43.142391167999925,-0.15,0.79,3060,3060,3060,3060,10.61,10.61,-2.56
41.4,335.02808530074174,335.02808530074174,42.94113039999993,-0.16,0.79,3120,3120,3120,3120,10.61,10.61,-2.01
41.5,336.08874547252157,336.08874547252157,42.800332063999925,-0.17,0.79,3180,3180,3180,3180,10.61,10.61,-1.41
41.6,337.1494056443014,337.1494056443014,42.72603609599992,-0.18,0.79,3240,3240,3240,3240,10.61,10.61,-0.74
41.7,338.2100658160812,338.2100658160812,42.72439532799992,-0.19,0.79,3300,3300,3300,3300,10.61,10.61,-0.02
41.8,339.27072598786106,339.27072598786106,42.80167548799992,-0.2,0.79,3360,3360,3360,3360,10.61,10.61,0.77
41.9,340.3313861596409,340.3313861596409,42.964255199999926,-0.21,0.79,3420,3420,3420,3420,10.61,10.61,1.63
42.0,341.3920463314207,341.3920463314207,43.21862598399993,-0.21,0.79,3480,3480,3480,3480,10.61,10.61,2.54
42.1,342.45270650320055,342.45270650320055,43.571392255999925,-0.21,0.79,3540,3540,3540,3540,10.61,10.61,3.53
42.2,343.5133666749804,343.5133666749804,44.02927132799992,-0.21,0.79,3600,3600,3600,3600,10.61,10.61,4.58
42.3,344.5740268467602,344.5740268467602,44.52927132799992,-0.21,0.79,3540,3540,3540,3540,10.61,10.61,5.0
42.4,345.63468701854003,345.63468701854003,45.02927132799992,-0.2,0.79,3480,3480,3480,3480,10.61,10.61,5.0
42.5,346.69534719031986,346.69534719031986,45.52927132799992,-0.19,0.79,3420,3420,3420,3420,10.61,10.61,5.0
42.6,347.7560073620997,347.7560073620997,46.02927132799992,-0.18,0.79,3360,3360,3360,3360,10.61,10.61,5.0
42.7,348.8166675338795,348.8166675338795,46.52927132799992,-0.17,0.79,3300,3300,3300,3300,10.61,10.61,5.0
42.8,349.87732770565935,349.87732770565935,47.02927132799992,-0.16,0.79,3240,3240,3240,3240,10.61,10.61,5.0
42.9,350.9092554004622,350.9092554004622,47.52927132799992,-0.15,0.79,3180,3180,3180,3180,10.32,10.32,5.0
43.0,351.8637885181548,351.8637885181548,48.02927132799992,-0.14,0.79,3120,3120,3120,3120,9.55,9.55,5.0
43.1,352.74673165202046,352.74673165202046,48.52927132799992,-0.12,0.79,3060,3060,3060,3060,8.83,8.83,5.0
43.2,353.5634540508462,353.5634540508462,49.02927132799992,-0.1,0.79,3000,3000,3000,3000,8.17,8.17,5.0
43.3,354.31892226976,354.31892226976,49.52927132799992,-0.07,0.79,2940,2940,2940,2940,7.55,7.55,5.0
43.4,355.01773037225524,355.01773037225524,50.02927132799992,-0.04,0.79,2880,2880,2880,2880,6.99,6.99,5.0
43.5,355.66412786706337,355.66412786706337,50.52927132799992,0.0,0.79,2820,2820,2820,2820,6.46,6.46,5.0
43.6,356.2620455497609,356.2620455497609,51.02927132799992,0.05,0.79,2760,2760,2760,2760,5.98,5.98,5.0
43.7,356.8151194062561,356.8151194062561,51.52927132799992,0.1,0.79,2700,2700,2700,2700,5.53,5.53,5.0
43.8,357.32671272351416,357.32671272351416,52.02927132799992,0.16,0.79,2640,2640,2640,2640,5.12,5.12,5.0
43.9,357.7999365419779,357.7999365419779,52.52927132799992,0.22,0.79,2580,2580,2580,2580,4.73,4.73,5.0
44.0,358.23766857405684,358.23766857405684,53.02927132799992,0.3,0.79,2520,2520,2520,2520,4.38,4.38,5.0
44.1,358.64257070372986,358.64257070372986,53.52606041599992,0.38,0.79,2460,2460,2460,2460,4.05,4.05,4.97
44.2,359.0171051736774,359.0171051736774,54.01506630399992,0.46,0.79,2400,2400,2400,2400,3.75,3.75,4.89
44.3,359.36354955837885,359.36354955837885,54.491829599999924,0.55,0.79,2340,2340,2340,2340,3.46,3.46,4.77
44.4,359.6840106142277,359.6840106142277,54.95200380799992,0.64,0.79,2280,2280,2280,2280,3.2,3.2,4.6
44.5,359.9804370908879,359.9804370908879,55.391355327999925,0.72,0.79,2220,2220,2220,2220,2.96,2.96,4.39
44.6,360.2546315817986,360.2546315817986,55.80576345599992,0.81,0.79,2160,2160,2160,2160,2.74,2.74,4.14
44.7,360.50826148589096,360.50826148589096,56.19122038399992,0.88,0.79,2100,2100,2100,2100,2.54,2.54,3.85
44.8,360.7428691471764,360.7428691471764,56.54383119999992,0.95,0.79,2040,2040,2040,2040,2.35,2.35,3.53
44.9,360.9598812338655,360.9598812338655,56.85981388799992,1.01,0.79,1980,1980,1980,1980,2.17,2.17,3.16
45.0,361.1606174140528,361.1606174140528,57.135499327999916,1.07,0.79,1920,1920,1920,1920,2.01,2.01,2.76
45.1,361.3462983807261,361.3462983807261,57.36733129599992,1.11,0.79,1860,1860,1860,1860,1.86,1.86,2.32
45.2,361.51805327489893,361.51805327489893,57.551866463999914,1.16,0.79,1800,1800,1800,1800,1.72,1.72,1.85
45.3,361.6769265520088,361.6769265520088,57.68910483199991,1.19,0.79,1800,1800,1800,1800,1.59,1.59,1.37
45.4,361.8238843333354,361.8238843333354,57.77904639999991,1.22,0.79,1800,1800,1800,1800,1.47,1.47,0.9
45.5,361.9598202810625,361.9598202810625,57.821691167999916,1.25,0.79,1800,1800,1800,1800,1.36,1.36,0.43
