Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz
91.4,720.3976221192113,720.3976221192113,53.633703615999835,0.29,0.79,2460,2460,2460,2460,5.57,5.57,4.97
91.5,720.913255005725,720.913255005725,54.122709503999836,0.36,0.79,2400,2400,2400,2400,5.16,5.16,4.89
91.6,721.3902154257502,721.3902154257502,54.59947279999984,0.43,0.79,2340,2340,2340,2340,4.77,4.77,4.77
91.7,721.8314038142735,721.8314038142735,55.059647007999835,0.51,0.79,2280,2280,2280,2280,4.41,4.41,4.6
91.8,722.2395030736575,722.2395030736575,55.49899852799984,0.58,0.79,2220,2220,2220,2220,4.08,4.08,4.39
91.9,722.6169948885877,722.6169948885877,55.913406655999836,0.66,0.79,2160,2160,2160,2160,3.77,3.77,4.14
92.0,722.9661748173982,722.9661748173982,56.29886358399983,0.73,0.79,2100,2100,2100,2100,3.49,3.49,3.85
92.1,723.2891662515478,723.2891662515478,56.651474399999834,0.8,0.79,2040,2040,2040,2040,3.23,3.23,3.53
92.2,723.5879333281363,723.5879333281363,56.96745708799983,0.87,0.79,1980,1980,1980,1980,2.99,2.99,3.16
92.3,723.8642928739806,723.8642928739806,57.24314252799983,0.93,0.79,1920,1920,1920,1920,2.76,2.76,2.76
92.4,724.1199254538866,724.1199254538866,57.47497449599983,0.98,0.79,1860,1860,1860,1860,2.56,2.56,2.32
92.5,724.3563855902996,724.3563855902996,57.65950966399983,1.03,0.79,1800,1800,1800,1800,2.36,2.36,1.85
92.6,724.5751112164817,724.5751112164817,57.796748031999826,1.08,0.79,1800,1800,1800,1800,2.19,2.19,1.37
92.7,724.7774324207,724.7774324207,57.886689599999826,1.12,0.79,1800,1800,1800,1800,2.02,2.02,0.9
92.8,724.9645795346021,724.9645795346021,57.92933436799983,1.15,0.79,1800,1800,1800,1800,1.87,1.87,0.43
92.9,725.1376906149615,725.1376906149615,57.924682335999826,1.18,0.79,1800,1800,1800,1800,1.73,1.73,-0.05
93.0,725.2978183642939,725.2978183642939,57.872733503999825,1.21,0.79,1800,1800,1800,1800,1.6,1.6,-0.52
93.1,725.4459365324265,725.4459365324265,57.773487871999826,1.23,0.79,1800,1800,1800,1800,1.48,1.48,-0.99
93.2,725.5829458379491,725.5829458379491,57.62694543999983,1.25,0.79,1800,1800,1800,1800,1.37,1.37,-1.47
93.3,725.7096794455574,725.7096794455574,57.43310620799983,1.27,0.79,1800,1800,1800,1800,1.27,1.27,-1.94
93.4,725.8269080325952,725.8269080325952,57.19197017599983,1.28,0.79,1800,1800,1800,1800,1.17,1.17,-2.41
93.5,725.935344475605,725.935344475605,56.90353734399983,1.29,0.79,1800,1800,1800,1800,1.08,1.08,-2.88
93.6,726.0356481853892,726.0356481853892,56.567807711999826,1.3,0.79,1800,1800,1800,1800,1.0,1.0,-3.36
93.7,726.1284291169395,726.1284291169395,56.184781279999825,1.31,0.79,1800,1800,1800,1800,0.93,0.93,-3.83
93.8,726.2142514786236,726.2142514786236,55.754458047999826,1.31,0.79,1800,1800,1800,1800,0.86,0.86,-4.3
93.9,726.2936371631814,726.2936371631814,55.27683801599983,1.32,0.79,1800,1800,1800,1800,0.79,0.79,-4.78
94.0,726.3670689213974,726.3670689213974,54.77683801599983,1.31,0.79,1800,1800,1800,1800,0.73,0.73,-5.0
94.1,726.4349932977472,726.4349932977472,54.27683801599983,1.31,0.79,1800,1800,1800,1800,0.68,0.68,-5.0
94.2,726.4978233458706,726.4978233458706,53.77683801599983,1.3,0.79,1800,1800,1800,1800,0.63,0.63,-5.0
94.3,726.5559411403849,726.5559411403849,53.27683801599983,1.29,0.79,1800,1800,1800,1800,0.58,0.58,-5.0
94.4,726.6097001003105,726.6097001003105,52.77683801599983,1.27,0.79,1800,1800,1800,1800,0.54,0.54,-5.0
94.5,726.6594271382418,726.6594271382418,52.27683801599983,1.25,0.79,1800,1800,1800,1800,0.5,0.5,-5.0
94.6,726.7054246483282,726.7054246483282,51.77683801599983,1.21,0.79,1800,1800,1800,1800,0.46,0.46,-5.0
94.7,727.766084820108,727.766084820108,51.27683801599983,0.01,0.79,1860,1860,1860,1860,10.61,10.61,-5.0
94.8,728.8267449918877,728.8267449918877,50.77683801599983,0.01,0.79,1920,1920,1920,1920,10.61,10.61,-5.0
94.9,729.8874051636675,729.8874051636675,50.27683801599983,0.01,0.79,1980,1980,1980,1980,10.61,10.61,-5.0
95.0,730.9480653354473,730.9480653354473,49.77683801599983,0.0,0.79,2040,2040,2040,2040,10.61,10.61,-5.0
95.1,732.008725507227,732.008725507227,49.27683801599983,-0.0,0.79,2100,2100,2100,2100,10.61,10.61,-5.0
95.2,733.0693856790068,733.0693856790068,48.77683801599983,-0.01,0.79,2160,2160,2160,2160,10.61,10.61,-5.0
95.3,734.1300458507866,734.1300458507866,48.27683801599983,-0.01,0.79,2220,2220,2220,2220,10.61,10.61,-5.0
95.4,735.1907060225664,735.1907060225664,47.77683801599983,-0.01,0.79,2280,2280,2280,2280,10.61,10.61,-5.0
95.5,736.2513661943461,736.2513661943461,47.27683801599983,-0.02,0.79,2340,2340,2340,2340,10.61,10.61,-5.0
95.6,737.3120263661259,737.3120263661259,46.77683801599983,-0.02,0.79,2400,2400,2400,2400,10.61,10.61,-5.0
95.7,738.3726865379057,738.3726865379057,46.27683801599983,-0.03,0.79,2460,2460,2460,2460,10.61,10.61,-5.0
95.8,739.4333467096855,739.4333467096855,45.77831228799983,-0.03,0.79,2520,2520,2520,2520,10.61,10.61,-4.99
95.9,740.4940068814652,740.4940068814652,45.28605891199983,-0.04,0.79,2580,2580,2580,2580,10.61,10.61,-4.92
96.0,741.554667053245,741.554667053245,44.80498886399983,-0.04,0.79,2640,2640,2640,2640,10.61,10.61,-4.81
96.1,742.6153272250248,742.6153272250248,44.34012601599983,-0.05,0.79,2700,2700,2700,2700,10.61,10.61,-4.65
96.2,743.6759873968045,743.6759873968045,43.89660713599983,-0.05,0.79,2760,2760,2760,2760,10.61,10.61,-4.44
96.3,744.7366475685843,744.7366475685843,43.47968188799983,-0.06,0.79,2820,2820,2820,2820,10.61,10.61,-4.17
96.4,745.7973077403641,745.7973077403641,43.09471283199983,-0.06,0.79,2880,2880,2880,2880,10.61,10.61,-3.85
96.5,746.8579679121439,746.8579679121439,42.74717542399983,-0.07,0.79,2940,2940,2940,2940,10.61,10.61,-3.48
96.6,747.9186280839236,747.9186280839236,42.442658015999825,-0.07,0.79,3000,3000,3000,3000,10.61,10.61,-3.05
96.7,748.9792882557034,748.9792882557034,42.18686185599982,-0.08,0.79,3060,3060,3060,3060,10.61,10.61,-2.56
96.8,750.0399484274832,750.0399484274832,41.985601087999825,-0.08,0.79,3120,3120,3120,3120,10.61,10.61,-2.01
96.9,751.100608599263,751.100608599263,41.84480275199982,-0.08,0.79,3180,3180,3180,3180,10.61,10.61,-1.41
97.0,752.1612687710427,752.1612687710427,41.77050678399982,-0.09,0.79,3240,3240,3240,3240,10.61,10.61,-0.74
97.1,753.2219289428225,753.2219289428225,41.76886601599982,-0.09,0.79,3300,3300,3300,3300,10.61,10.61,-0.02
97.2,754.2825891146023,754.2825891146023,41.84614617599982,-0.09,0.79,3360,3360,3360,3360,10.61,10.61,0.77
97.3,755.343249286382,755.343249286382,42.00872588799982,-0.09,0.79,3420,3420,3420,3420,10.61,10.61,1.63
97.4,756.4039094581618,756.4039094581618,42.263096671999826,-0.09,0.79,3480,3480,3480,3480,10.61,10.61,2.54
97.5,757.4645696299416,757.4645696299416,42.61586294399982,-0.09,0.79,3540,3540,3540,3540,10.61,10.61,3.53
97.6,758.5252298017214,758.5252298017214,43.07374201599982,-0.09,0.79,3600,3600,3600,3600,10.61,10.61,4.58
97.7,759.5858899735011,759.5858899735011,43.57374201599982,-0.08,0.79,3540,3540,3540,3540,10.61,10.61,5.0
97.8,760.6465501452809,760.6465501452809,44.07374201599982,-0.08,0.79,3480,3480,3480,3480,10.61,10.61,5.0
97.9,761.7072103170607,761.7072103170607,44.57374201599982,-0.07,0.79,3420,3420,3420,3420,10.61,10.61,5.0
98.0,762.7678704888405,762.7678704888405,45.07374201599982,-0.07,0.79,3360,3360,3360,3360,10.61,10.61,5.0
98.1,763.8285306606202,763.8285306606202,45.57374201599982,-0.06,0.79,3300,3300,3300,3300,10.61,10.61,5.0
98.2,764.8891908324,764.8891908324,46.07374201599982,-0.06,0.79,3240,3240,3240,3240,10.61,10.61,5.0
98.3,765.9498510041798,765.9498510041798,46.57374201599982,-0.05,0.79,3180,3180,3180,3180,10.61,10.61,5.0
98.4,767.0105111759596,767.0105111759596,47.07374201599982,-0.05,0.79,3120,3120,3120,3120,10.61,10.61,5.0
98.5,768.0711713477393,768.0711713477393,47.57374201599982,-0.04,0.79,3060,3060,3060,3060,10.61,10.61,5.0
98.6,769.1318315195191,769.1318315195191,48.07374201599982,-0.03,0.79,3000,3000,3000,3000,10.61,10.61,5.0
98.7,770.1924916912989,770.1924916912989,48.57374201599982,-0.03,0.79,2940,2940,2940,2940,10.61,10.61,5.0
98.8,771.2531518630786,771.2531518630786,49.07374201599982,-0.02,0.79,2880,2880,2880,2880,10.61,10.61,5.0
98.9,772.3138120348584,772.3138120348584,49.57374201599982,-0.01,0.79,2820,2820,2820,2820,10.61,10.61,5.0
99.0,773.3744722066382,773.3744722066382,50.07374201599982,-0.01,0.79,2760,2760,2760,2760,10.61,10.61,5.0
99.1,774.435132378418,774.435132378418,50.57374201599982,0.0,0.79,2700,2700,2700,2700,10.61,10.61,5.0
99.2,775.4957925501977,775.4957925501977,51.07374201599982,0.01,0.79,2640,2640,2640,2640,10.61,10.61,5.0
99.3,776.5564527219775,776.5564527219775,51.57374201599982,0.02,0.79,2580,2580,2580,2580,10.61,10.61,5.0
99.4,777.6171128937573,777.6171128937573,52.07374201599982,0.03,0.79,2520,2520,2520,2520,10.61,10.61,5.0
99.5,778.677773065537,778.677773065537,52.57053110399982,0.04,0.79,2460,2460,2460,2460,10.61,10.61,4.97
99.6,779.7384332373168,779.7384332373168,53.05953699199982,0.05,0.79,2400,2400,2400,2400,10.61,10.61,4.89
99.7,780.7990934090966,780.7990934090966,53.53630028799982,0.06,0.79,2340,2340,2340,2340,10.61,10.61,4.77
99.8,781.8597535808764,781.8597535808764,53.99647449599982,0.07,0.79,2280,2280,2280,2280,10.61,10.61,4.6
99.9,782.9204137526561,782.9204137526561,54.43582601599982,0.08,0.79,2220,2220,2220,2220,10.61,10.61,4.39
100.0,783.9810739244359,783.9810739244359,54.85023414399982,0.09,0.79,2160,2160,2160,2160,10.61,10.61,4.14
100.1,785.0417340962157,785.0417340962157,55.23569107199982,0.1,0.79,2100,2100,2100,2100,10.61,10.61,3.85
100.2,786.1023942679955,786.1023942679955,55.58830188799982,0.11,0.79,2040,2040,2040,2040,10.61,10.61,3.53
100.3,787.1630544397752,787.1630544397752,55.90428457599982,0.12,0.79,1980,1980,1980,1980,10.61,10.61,3.16
100.4,788.223714611555,788.223714611555,56.179970015999814,0.13,0.79,1920,1920,1920,1920,10.61,10.61,2.76
100.5,789.2843747833348,789.2843747833348,56.411801983999815,0.14,0.79,1860,1860,1860,1860,10.61,10.61,2.32
100.6,790.3450349551146,790.3450349551146,56.59633715199981,0.16,0.79,1800,1800,1800,1800,10.61,10.61,1.85
100.7,791.4056951268943,791.4056951268943,56.73357551999981,0.17,0.79,1800,1800,1800,1800,10.61,10.61,1.37
100.8,792.4663552986741,792.4663552986741,56.82351708799981,0.18,0.79,1800,1800,1800,1800,10.61,10.61,0.9
100.9,793.5270154704539,793.5270154704539,56.86616185599981,0.19,0.79,1800,1800,1800,1800,10.61,10.61,0.43
101.0,794.5876756422336,794.5876756422336,56.86150982399981,0.19,0.79,1800,1800,1800,1800,10.61,10.61,-0.05
101.1,795.6483358140134,795.6483358140134,56.80956099199981,0.2,0.79,1800,1800,1800,1800,10.61,10.61,-0.52
101.2,796.7089959857932,796.7089959857932,56.71031535999981,0.21,0.79,1800,1800,1800,1800,10.61,10.61,-0.99
101.3,797.769656157573,797.769656157573,56.563772927999814,0.22,0.79,1800,1800,1800,1800,10.61,10.61,-1.47
101.4,798.8303163293527,798.8303163293527,56.36993369599981,0.22,0.79,1800,1800,1800,1800,10.61,10.61,-1.94
101.5,799.8909765011325,799.8909765011325,56.12879766399981,0.23,0.79,1800,1800,1800,1800,10.61,10.61,-2.41
101.6,800.9516366729123,800.9516366729123,55.840364831999814,0.23,0.79,1800,1800,1800,1800,10.61,10.61,-2.88
101.7,802.0122968446921,802.0122968446921,55.50463519999981,0.24,0.79,1800,1800,1800,1800,10.61,10.61,-3.36
101.8,803.0729570164718,803.0729570164718,55.12160876799981,0.24,0.79,1800,1800,1800,1800,10.61,10.61,-3.83
101.9,804.1336171882516,804.1336171882516,54.69128553599981,0.24,0.79,1800,1800,1800,1800,10.61,10.61,-4.3
102.0,805.1872322627692,805.1872322627692,54.21366550399981,0.23,0.79,1800,1800,1800,1800,10.54,10.54,-4.78
102.1,806.1618262066978,806.1618262066978,53.71366550399981,0.23,0.79,1800,1800,1800,1800,9.75,9.75,-5.0
102.2,807.0633256048318,807.0633256048318,53.21366550399981,0.22,0.79,1800,1800,1800,1800,9.01,9.01,-5.0
102.3,807.8972125481058,807.8972125481058,52.71366550399981,0.2,0.79,1800,1800,1800,1800,8.34,8.34,-5.0
102.4,808.6685579706342,808.6685579706342,52.21366550399981,0.18,0.79,1800,1800,1800,1800,7.71,7.71,-5.0
102.5,809.382052486473,809.382052486473,51.71366550399981,0.16,0.79,1860,1860,1860,1860,7.13,7.13,-5.0
102.6,810.0420349136239,810.0420349136239,51.21366550399981,0.14,0.79,1920,1920,1920,1920,6.6,6.6,-5.0
102.7,810.6525186587385,810.6525186587385,50.71366550399981,0.11,0.79,1980,1980,1980,1980,6.1,6.1,-5.0
102.8,811.2172161229695,811.2172161229695,50.21366550399981,0.07,0.79,2040,2040,2040,2040,5.65,5.65,-5.0
102.9,811.7395612773831,811.7395612773831,49.71366550399981,0.02,0.79,2100,2100,2100,2100,5.22,5.22,-5.0
103.0,812.2227305452158,812.2227305452158,49.21366550399981,-0.03,0.79,2160,2160,2160,2160,4.83,4.83,-5.0
103.1,812.6696621179609,812.6696621179609,48.71366550399981,-0.09,0.79,2220,2220,2220,2220,4.47,4.47,-5.0
103.2,813.0830738227502,813.0830738227502,48.21366550399981,-0.16,0.79,2280,2280,2280,2280,4.13,4.13,-5.0
103.3,813.4654796496803,813.4654796496803,47.71366550399981,-0.24,0.79,2340,2340,2340,2340,3.82,3.82,-5.0
103.4,813.8192050395907,813.8192050395907,47.21366550399981,-0.33,0.79,2400,2400,2400,2400,3.54,3.54,-5.0
103.5,814.1464010252578,814.1464010252578,46.71366550399981,-0.42,0.79,2460,2460,2460,2460,3.27,3.27,-5.0
103.6,814.4490573119998,814.4490573119998,46.215139775999816,-0.52,0.79,2520,2520,2520,2520,3.03,3.03,-4.99
103.7,814.7290143772362,814.7290143772362,45.722886399999815,-0.62,0.79,2580,2580,2580,2580,2.8,2.8,-4.92
103.8,814.9879746625799,814.9879746625799,45.241816351999816,-0.72,0.79,2640,2640,2640,2640,2.59,2.59,-4.81
103.9,815.2275129265228,815.2275129265228,44.77695350399981,-0.81,0.79,2700,2700,2700,2700,2.4,2.4,-4.65
104.0,815.4490858206699,815.4490858206699,44.333434623999814,-0.9,0.79,2760,2760,2760,2760,2.22,2.22,-4.44
104.1,815.654040747756,815.654040747756,43.916509375999816,-0.97,0.79,2820,2820,2820,2820,2.05,2.05,-4.17
104.2,815.8436240553107,815.8436240553107,43.53154031999981,-1.04,0.79,2880,2880,2880,2880,1.9,1.9,-3.85
104.3,816.0189886147988,816.0189886147988,43.18400291199981,-1.1,0.79,2940,2940,2940,2940,1.75,1.75,-3.48
104.4,816.1812008323252,816.1812008323252,42.87948550399981,-1.15,0.79,3000,3000,3000,3000,1.62,1.62,-3.05
104.5,816.3312471335372,816.3312471335372,42.62368934399981,-1.19,0.79,3060,3060,3060,3060,1.5,1.5,-2.56
104.6,816.4700399621582,816.4700399621582,42.42242857599981,-1.23,0.79,3120,3120,3120,3120,1.39,1.39,-2.01
104.7,816.5984233286327,816.5984233286327,42.28163023999981,-1.26,0.79,3180,3180,3180,3180,1.28,1.28,-1.41
104.8,816.7171779426217,816.7171779426217,42.207334271999805,-1.29,0.79,3240,3240,3240,3240,1.19,1.19,-0.74
104.9,816.8270259605614,816.8270259605614,42.205693503999804,-1.31,0.79,3300,3300,3300,3300,1.1,1.1,-0.02
105.0,816.9286353771556,816.9286353771556,42.282973663999805,-1.33,0.79,3360,3360,3360,3360,1.02,1.02,0.77
105.1,817.0226240875053,817.0226240875053,42.44555337599981,-1.35,0.79,3420,3420,3420,3420,0.94,0.94,1.63
105.2,817.1095636445788,817.1095636445788,42.69992415999981,-1.36,0.79,3480,3480,3480,3480,0.87,0.87,2.54
105.3,817.1899827348717,817.1899827348717,43.05269043199981,-1.37,0.79,3540,3540,3540,3540,0.8,0.8,3.53
105.4,817.2643703933927,817.2643703933927,43.49724777599981,-1.37,0.79,3480,3480,3480,3480,0.74,0.74,4.45
105.5,817.3331789775247,817.3331789775247,43.99724777599981,-1.37,0.79,3420,3420,3420,3420,0.69,0.69,5.0
105.6,817.3968269178466,817.3968269178466,44.49724777599981,-1.37,0.79,3360,3360,3360,3360,0.64,0.64,5.0
105.7,817.4557012626445,817.4557012626445,44.99724777599981,-1.37,0.79,3300,3300,3300,3300,0.59,0.59,5.0
105.8,817.5101600315826,817.5101600315826,45.49724777599981,-1.37,0.79,3240,3240,3240,3240,0.54,0.54,5.0
105.9,817.5605343928503,817.5605343928503,45.99724777599981,-1.36,0.79,3180,3180,3180,3180,0.5,0.5,5.0
106.0,817.6071306770228,817.6071306770228,46.49724777599981,-1.35,0.79,3120,3120,3120,3120,0.47,0.47,5.0
106.1,817.6502322398825,817.6502322398825,46.99724777599981,-1.34,0.79,3060,3060,3060,3060,0.43,0.43,5.0
106.2,817.6901011855276,817.6901011855276,47.49724777599981,-1.33,0.79,3000,3000,3000,3000,0.4,0.4,5.0
106.3,817.7269799602494,817.7269799602494,47.99724777599981,-1.3,0.79,2940,2940,2940,2940,0.37,0.37,5.0
106.4,817.7610928268671,817.7610928268671,48.49724777599981,-1.26,0.79,2880,2880,2880,2880,0.34,0.34,5.0
106.5,818.8217529986468,818.8217529986468,48.99724777599981,-0.01,0.79,2820,2820,2820,2820,10.61,10.61,5.0
106.6,819.8824131704266,819.8824131704266,49.49724777599981,-0.01,0.79,2760,2760,2760,2760,10.61,10.61,5.0
106.7,820.9430733422064,820.9430733422064,49.99724777599981,-0.0,0.79,2700,2700,2700,2700,10.61,10.61,5.0
106.8,822.0037335139862,822.0037335139862,50.49724777599981,-0.0,0.79,2640,2640,2640,2640,10.61,10.61,5.0
106.9,823.0643936857659,823.0643936857659,50.99724777599981,0.0,0.79,2580,2580,2580,2580,10.61,10.61,5.0
107.0,824.1250538575457,824.1250538575457,51.49724777599981,0.01,0.79,2520,2520,2520,2520,10.61,10.61,5.0
107.1,825.1857140293255,825.1857140293255,51.99403686399981,0.01,0.79,2460,2460,2460,2460,10.61,10.61,4.97
107.2,826.2463742011053,826.2463742011053,52.48304275199981,0.02,0.79,2400,2400,2400,2400,10.61,10.61,4.89
107.3,827.307034372885,827.307034372885,52.95980604799981,0.02,0.79,2340,2340,2340,2340,10.61,10.61,4.77
107.4,828.3676945446648,828.3676945446648,53.41998025599981,0.03,0.79,2280,2280,2280,2280,10.61,10.61,4.6
107.5,829.4283547164446,829.4283547164446,53.85933177599981,0.03,0.79,2220,2220,2220,2220,10.61,10.61,4.39
107.6,830.4890148882243,830.4890148882243,54.27373990399981,0.03,0.79,2160,2160,2160,2160,10.61,10.61,4.14
107.7,831.5496750600041,831.5496750600041,54.65919683199981,0.04,0.79,2100,2100,2100,2100,10.61,10.61,3.85
107.8,832.6103352317839,832.6103352317839,55.01180764799981,0.04,0.79,2040,2040,2040,2040,10.61,10.61,3.53
107.9,833.6709954035637,833.6709954035637,55.32779033599981,0.05,0.79,1980,1980,1980,1980,10.61,10.61,3.16
108.0,834.7316555753434,834.7316555753434,55.603475775999804,0.05,0.79,1920,1920,1920,1920,10.61,10.61,2.76
108.1,835.7923157471232,835.7923157471232,55.835307743999806,0.05,0.79,1860,1860,1860,1860,10.61,10.61,2.32
108.2,836.852975918903,836.852975918903,56.0198429119998,0.06,0.79,1800,1800,1800,1800,10.61,10.61,1.85
108.3,837.9136360906828,837.9136360906828,56.1570812799998,0.06,0.79,1800,1800,1800,1800,10.61,10.61,1.37
108.4,838.9742962624625,838.9742962624625,56.2470228479998,0.06,0.79,1800,1800,1800,1800,10.61,10.61,0.9
108.5,840.0349564342423,840.0349564342423,56.289667615999804,0.06,0.79,1800,1800,1800,1800,10.61,10.61,0.43
108.6,841.0956166060221,841.0956166060221,56.2850155839998,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-0.05
108.7,842.1562767778018,842.1562767778018,56.2330667519998,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-0.52
108.8,843.2169369495816,843.2169369495816,56.1338211199998,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-0.99
108.9,844.2775971213614,844.2775971213614,55.987278687999805,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-1.47
109.0,845.3382572931412,845.3382572931412,55.7934394559998,0.07,0.79,1800,1800,1800,1800,10.61,10.61,-1.94
109.1,846.3989174649209,846.3989174649209,55.5523034239998,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-2.41
109.2,847.4595776367007,847.4595776367007,55.263870591999805,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-2.88
109.3,848.5202378084805,848.5202378084805,54.9281409599998,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-3.36
109.4,849.5808979802603,849.5808979802603,54.5451145279998,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-3.83
109.5,850.64155815204,850.64155815204,54.1147912959998,0.05,0.79,1800,1800,1800,1800,10.61,10.61,-4.3
109.6,851.7022183238198,851.7022183238198,53.637171263999804,0.05,0.79,1800,1800,1800,1800,10.61,10.61,-4.78
109.7,852.7628784955996,852.7628784955996,53.137171263999804,0.04,0.79,1800,1800,1800,1800,10.61,10.61,-5.0
109.8,853.8235386673794,853.8235386673794,52.637171263999804,0.04,0.79,1800,1800,1800,1800,10.61,10.61,-5.0
109.9,854.8841988391591,854.8841988391591,52.137171263999804,0.03,0.79,1860,1860,1860,1860,10.61,10.61,-5.0
110.0,855.9448590109389,855.9448590109389,51.637171263999804,0.03,0.79,1920,1920,1920,1920,10.61,10.61,-5.0
110.1,857.0055191827187,857.0055191827187,51.137171263999804,0.02,0.79,1980,1980,1980,1980,10.61,10.61,-5.0
110.2,858.0661793544984,858.0661793544984,50.637171263999804,0.02,0.79,2040,2040,2040,2040,10.61,10.61,-5.0
110.3,859.1268395262782,859.1268395262782,50.137171263999804,0.01,0.79,2100,2100,2100,2100,10.61,10.61,-5.0
110.4,860.187499698058,860.187499698058,49.637171263999804,0.0,0.79,2160,2160,2160,2160,10.61,10.61,-5.0
110.5,861.2481598698378,861.2481598698378,49.137171263999804,-0.01,0.79,2220,2220,2220,2220,10.61,10.61,-5.0
110.6,862.3088200416175,862.3088200416175,48.637171263999804,-0.01,0.79,2280,2280,2280,2280,10.61,10.61,-5.0
110.7,863.3694802133973,863.3694802133973,48.137171263999804,-0.02,0.79,2340,2340,2340,2340,10.61,10.61,-5.0
110.8,864.4301403851771,864.4301403851771,47.637171263999804,-0.03,0.79,2400,2400,2400,2400,10.61,10.61,-5.0
110.9,865.4908005569569,865.4908005569569,47.137171263999804,-0.04,0.79,2460,2460,2460,2460,10.61,10.61,-5.0
111.0,866.5514607287366,866.5514607287366,46.63864553599981,-0.05,0.79,2520,2520,2520,2520,10.61,10.61,-4.99
111.1,867.6121209005164,867.6121209005164,46.146392159999806,-0.06,0.79,2580,2580,2580,2580,10.61,10.61,-4.92
111.2,868.6727810722962,868.6727810722962,45.66532211199981,-0.07,0.79,2640,2640,2640,2640,10.61,10.61,-4.81
111.3,869.733441244076,869.733441244076,45.200459263999804,-0.08,0.79,2700,2700,2700,2700,10.61,10.61,-4.65
111.4,870.7941014158557,870.7941014158557,44.756940383999805,-0.09,0.79,2760,2760,2760,2760,10.61,10.61,-4.44
111.5,871.8547615876355,871.8547615876355,44.340015135999806,-0.1,0.79,2820,2820,2820,2820,10.61,10.61,-4.17
111.6,872.9154217594153,872.9154217594153,43.9550460799998,-0.11,0.79,2880,2880,2880,2880,10.61,10.61,-3.85
111.7,873.976081931195,873.976081931195,43.6075086719998,-0.12,0.79,2940,2940,2940,2940,10.61,10.61,-3.48
111.8,875.0367421029748,875.0367421029748,43.3029912639998,-0.13,0.79,3000,3000,3000,3000,10.61,10.61,-3.05
111.9,876.0974022747546,876.0974022747546,43.0471951039998,-0.14,0.79,3060,3060,3060,3060,10.61,10.61,-2.56
112.0,877.1580624465344,877.1580624465344,42.8459343359998,-0.15,0.79,3120,3120,3120,3120,10.61,10.61,-2.01
112.1,878.2187226183141,878.2187226183141,42.7051359999998,-0.16,0.79,3180,3180,3180,3180,10.61,10.61,-1.41
112.2,879.2793827900939,879.2793827900939,42.630840031999796,-0.17,0.79,3240,3240,3240,3240,10.61,10.61,-0.74
112.3,880.3400429618737,880.3400429618737,42.629199263999794,-0.17,0.79,3300,3300,3300,3300,10.61,10.61,-0.02
112.4,881.4007031336535,881.4007031336535,42.706479423999795,-0.18,0.79,3360,3360,3360,3360,10.61,10.61,0.77
112.5,882.4613633054332,882.4613633054332,42.8690591359998,-0.18,0.79,3420,3420,3420,3420,10.61,10.61,1.63
112.6,883.522023477213,883.522023477213,43.1234299199998,-0.19,0.79,3480,3480,3480,3480,10.61,10.61,2.54
112.7,884.5826836489928,884.5826836489928,43.4761961919998,-0.19,0.79,3540,3540,3540,3540,10.61,10.61,3.53
112.8,885.6433438207725,885.6433438207725,43.934075263999794,-0.19,0.79,3600,3600,3600,3600,10.61,10.61,4.58
112.9,886.7040039925523,886.7040039925523,44.434075263999794,-0.18,0.79,3540,3540,3540,3540,10.61,10.61,5.0
113.0,887.7646641643321,887.7646641643321,44.934075263999794,-0.17,0.79,3480,3480,3480,3480,10.61,10.61,5.0
113.1,888.8253243361119,888.8253243361119,45.434075263999794,-0.17,0.79,3420,3420,3420,3420,10.61,10.61,5.0
113.2,889.8859845078916,889.8859845078916,45.934075263999794,-0.16,0.79,3360,3360,3360,3360,10.61,10.61,5.0
113.3,890.9466446796714,890.9466446796714,46.434075263999794,-0.15,0.79,3300,3300,3300,3300,10.61,10.61,5.0
113.4,892.0073048514512,892.0073048514512,46.934075263999794,-0.14,0.79,3240,3240,3240,3240,10.61,10.61,5.0
113.5,893.067965023231,893.067965023231,47.434075263999794,-0.13,0.79,3180,3180,3180,3180,10.61,10.61,5.0
113.6,894.1286251950107,894.1286251950107,47.934075263999794,-0.11,0.79,3120,3120,3120,3120,10.61,10.61,5.0
113.7,895.1892853667905,895.1892853667905,48.434075263999794,-0.1,0.79,3060,3060,3060,3060,10.61,10.61,5.0
113.8,896.2319071460994,896.2319071460994,48.934075263999794,-0.08,0.79,3000,3000,3000,3000,10.43,10.43,5.0
113.9,897.1963322919601,897.1963322919601,49.434075263999794,-0.06,0.79,2940,2940,2940,2940,9.64,9.64,5.0
114.0,898.0884255518812,898.0884255518812,49.934075263999794,-0.03,0.79,2880,2880,2880,2880,8.92,8.92,5.0
114.1,898.9136118173083,898.9136118173083,50.434075263999794,-0.0,0.79,2820,2820,2820,2820,8.25,8.25,5.0
114.2,899.6769091128283,899.6769091128283,50.934075263999794,0.03,0.79,2760,2760,2760,2760,7.63,7.63,5.0
